20200818_04_54_15;25.36;109602.113281;45.462890625
20200818_05_54_11;25.35;109639.679688;46.435546875
20200818_09_53_31;25.12;110882.585938;46.65234375
20200818_11_15_59;25.4;109507.601562;44.986328125
20200818_02_32_11;25.3;109864.566406;42.8583984375
20200818_07_58_57;25.33;109838.625;47.6943359375
20200818_04_06_02;25.41;109298.257812;44.69921875
20200818_04_16_44;25.39;109396.269531;44.76953125
20200818_03_10_31;25.4;109324.164062;43.8076171875
20200818_07_30_10;25.34;109768.652344;47.6845703125
20200818_06_02_10;25.34;109670.71875;46.6630859375
20200818_10_03_29;25.15;110735.886719;46.3671875
20200818_11_52_40;25.49;109061.136719;44.609375
20200818_09_20_09;24.86;112149.613281;47.765625
20200818_19_59_26;25.53;108792.570312;44.2529296875
20200818_12_08_36;25.55;108730.410156;44.400390625
20200818_10_55_48;25.34;109797.53125;45.1123046875
20200818_08_47_23;25.48;109076.660156;49.2373046875
20200818_13_42_29;25.77;107609.9375;43.0712890625
20200818_06_10_27;25.37;109518.714844;46.59375
20200818_03_11_23;25.39;109381.53125;43.8076171875
20200818_06_15_20;25.35;109642.628906;46.5322265625
20200818_11_54_56;25.51;108949.980469;44.587890625
20200818_09_10_45;24.47;114016.214844;47.7724609375
20200818_05_14_20;25.36;109571.992188;45.896484375
20200818_19_51_57;26.36;104528.285156;44.7568359375
20200818_20_08_20;25.18;110504.257812;44.748046875
20200818_13_23_21;25.84;107230.808594;42.8505859375
20200818_02_11_50;24.36;114413.285156;44.5341796875
20200818_11_37_57;25.48;109094.335938;44.6689453125
20200818_07_00_09;25.31;109887.054688;47.33203125
20200818_02_51_20;25.43;109172.699219;43.208984375
20200818_06_30_19;25.31;109841.304688;46.81640625
20200818_02_39_46;25.44;109154.289062;42.80078125
20200818_04_44_40;25.39;109445.042969;45.2373046875
20200818_03_00_03;25.42;109210.441406;43.484375
20200818_13_02_56;25.73;107781.203125;43.4296875
20200818_19_53_41;26.13;105753.871094;44.5771484375
20200818_11_09_41;25.38;109594.714844;44.8994140625
20200818_07_31_33;25.33;109795.796875;47.6240234375
20200818_04_48_51;25.38;109509.214844;45.3203125
20200818_11_24_01;25.38;109581.324219;44.923828125
20200818_20_53_09;24.7;112844.785156;47.3046875
20200818_19_52_49;26.32;104762.453125;44.8974609375
20200818_12_31_13;25.55;108700.976562;44.18359375
20200818_13_47_27;25.77;107609.9375;43.03515625
20200818_06_22_13;25.35;109654.425781;46.6162109375
20200818_06_31_58;25.32;109786.117188;46.78125
20200818_20_37_33;24.27;114909.5;47.3076171875
20200818_12_28_24;25.54;108752.777344;44.2783203125
20200818_20_46_58;23.95;116424.265625;48.6630859375
20200818_10_09_57;25.21;110452.109375;46.193359375
20200818_19_59_47;25.52;108847.261719;44.2998046875
20200818_20_18_17;24.62;113210.011719;46.228515625
20200818_06_22_44;25.33;109725.011719;46.6865234375
20200818_08_32_40;25.32;109880.507812;47.6591796875
20200818_08_01_24;25.34;109786.347656;47.6728515625
20200818_12_41_35;25.66;108190.933594;43.748046875
20200818_11_43_59;25.47;109175.152344;44.53515625
20200818_03_03_00;25.4;109321.214844;43.5908203125
20200818_06_16_54;25.35;109621.363281;46.6162109375
20200818_02_14_22;24.71;112738.417969;43.6318359375
20200818_06_03_07;25.35;109654.425781;46.6162109375
20200818_05_37_17;25.38;109494.476562;46.185546875
20200818_11_27_11;25.41;109458.113281;44.794921875
20200818_10_59_40;25.34;109785.734375;45.1240234375
20200818_10_31_40;25.23;110332.8125;45.55859375
20200818_09_19_59;24.86;112149.613281;47.77734375
20200818_05_12_57;25.38;109506.265625;45.77734375
20200818_06_03_18;25.36;109593.265625;46.6171875
20200818_02_58_29;25.42;109243.570312;43.3759765625
20200818_08_59_45;24.36;114520.414062;48.7314453125
20200818_11_34_09;25.49;109045.605469;44.6220703125
20200818_20_05_33;25.13;110762.789062;44.802734375
20200818_20_37_01;24.35;114525.910156;47.1240234375
20200818_11_09_10;25.38;109578.375;45.0087890625
20200818_05_23_16;25.38;109497.425781;45.9208984375
20200818_02_38_22;25.43;109181.539062;42.6796875
20200818_09_29_46;24.99;111498.167969;47.5390625
20200818_12_16_44;25.54;108781.082031;44.3984375
20200818_09_42_14;25.05;111225.1875;47.005859375
20200818_07_29_49;25.34;109771.601562;47.6611328125
20200818_10_17_36;25.22;110401.011719;45.869140625
20200818_05_04_30;25.38;109478.140625;45.7294921875
20200818_20_19_51;24.45;114054.507812;46.6064453125
20200818_04_48_40;25.38;109500.371094;45.33203125
20200818_12_42_27;25.66;108185.054688;43.7119140625
20200818_09_04_28;24.25;115039.933594;46.994140625
20200818_02_45_09;25.43;109172.699219;42.896484375
20200818_08_05_02;25.33;109835.671875;47.7666015625
20200818_20_20_23;24.46;113989.824219;46.583984375
20200818_11_18_25;25.38;109581.324219;44.99609375
20200818_05_39_12;25.39;109445.042969;46.19921875
20200818_08_49_18;25.53;108845.566406;47.5126953125
20200818_07_43_03;25.29;110037.71875;47.7626953125
20200818_07_41_03;25.28;110059.839844;47.7626953125
20200818_11_56_41;25.56;108699.144531;44.4365234375
20200818_20_03_27;25.25;110179.882812;44.814453125
20200818_13_15_02;25.79;107490.554688;42.880859375
20200818_12_19_01;25.52;108885.539062;44.34765625
20200818_05_41_23;25.39;109416.90625;46.1162109375
20200818_10_41_07;25.25;110250.71875;45.271484375
20200818_04_24_11;25.39;109430.304688;44.9130859375
20200818_03_09_49;25.4;109327.109375;43.783203125
20200818_06_17_15;25.36;109593.265625;46.6044921875
20200818_12_21_28;25.54;108758.664062;44.2060546875
20200818_06_27_14;25.34;109709.667969;46.7236328125
20200818_08_55_45;24.48;113956.890625;48.5048828125
20200818_12_38_57;25.65;108207.597656;43.8427734375
20200818_13_01_42;25.72;107858.941406;43.3447265625
20200818_05_59_25;25.33;109747.183594;46.6376953125
20200818_08_10_09;25.29;110010.617188;47.775390625
20200818_10_55_06;25.33;109868.117188;45.158203125
20200818_05_00_43;25.39;109447.992188;45.4658203125
20200818_08_34_51;25.31;109926.851562;47.6455078125
20200818_11_43_49;25.47;109175.152344;44.5830078125
20200818_13_39_52;25.77;107609.9375;42.8427734375
20200818_08_26_58;25.31;109946.054688;47.80078125
20200818_09_02_22;24.31;114764.035156;47.767578125
20200818_11_04_04;25.35;109736.375;45.13671875
20200818_20_51_38;24.46;114013.078125;47.7470703125
20200818_09_02_33;24.37;114499.355469;47.47265625
20200818_12_15_09;25.53;108848.507812;44.4814453125
20200818_10_52_08;25.31;109975.558594;45.1689453125
20200818_08_06_15;25.32;109882.027344;47.7421875
20200818_09_40_19;25.03;111301.632812;47.1123046875
20200818_06_52_34;25.31;109881.152344;47.3681640625
20200818_13_16_16;25.82;107362.21875;42.908203125
20200818_02_19_46;24.96;111537.257812;43.439453125
20200818_11_22_47;25.37;109636.652344;44.91015625
20200818_03_32_20;25.44;109160.179688;44.1005859375
20200818_07_38_11;25.29;110007.667969;47.703125
20200818_02_45_19;25.44;109145.445312;42.8603515625
20200818_08_36_36;25.3;109970.222656;47.6328125
20200818_04_43_37;25.39;109439.148438;45.2255859375
20200818_05_13_38;25.37;109552.726562;45.95703125
20200818_07_12_16;25.26;110106.605469;47.6640625
20200818_11_12_40;25.4;109477.433594;44.90234375
20200818_12_27_53;25.54;108775.191406;44.265625
20200818_06_34_46;25.31;109835.402344;46.94921875
20200818_09_35_47;25.02;111362.121094;47.3271484375
20200818_05_38_20;25.38;109494.476562;46.185546875
20200818_02_12_43;24.53;113598.476562;44.25
20200818_06_21_21;25.36;109602.113281;46.5927734375
20200818_20_39_49;24.21;115190.824219;47.361328125
20200818_04_43_06;25.39;109442.097656;45.26171875
20200818_12_41_45;25.65;108207.597656;43.7470703125
20200818_03_35_38;25.41;109296.007812;44.14453125
20200818_08_31_48;25.31;109949.003906;47.62109375
20200818_11_41_11;25.47;109172.207031;44.6318359375
20200818_10_19_41;25.21;110458.015625;45.7119140625
20200818_08_24_00;25.29;110037.71875;47.71484375
20200818_09_19_16;24.86;112127.976562;47.7783203125
20200818_20_45_24;24.07;115848.574219;48.5205078125
20200818_20_36_20;24.34;114599.136719;46.990234375
20200818_05_44_00;25.38;109488.578125;46.162109375
20200818_07_19_22;25.29;109981.113281;47.71484375
20200818_08_38_20;25.31;109949.003906;47.5849609375
20200818_13_09_25;25.74;107756.574219;42.8525390625
20200818_10_15_22;25.21;110463.921875;46.1083984375
20200818_02_58_18;25.42;109216.332031;43.376953125
20200818_04_09_15;25.43;109224.457031;44.6875
20200818_20_16_43;24.82;112270.589844;45.76953125
20200818_04_52_20;25.36;109608.011719;45.4267578125
20200818_08_03_38;25.34;109789.296875;47.732421875
20200818_03_42_21;25.44;109154.289062;44.29296875
20200818_08_05_33;25.34;109780.449219;47.6962890625
20200818_02_37_51;25.41;109310.746094;42.712890625
20200818_06_35_01;25.32;109811.230469;46.9365234375
20200818_03_35_17;25.42;109231.070312;44.0986328125
20200818_09_51_07;25.09;111004.210938;46.74609375
20200818_12_39_39;25.66;108185.054688;43.83203125
20200818_08_40_15;25.29;110013.566406;47.4990234375
20200818_07_48_17;25.31;109915.054688;47.7060546875
20200818_09_07_05;24.02;116163.339844;47.44921875
20200818_06_31_01;25.32;109783.167969;46.92578125
20200818_13_13_28;25.8;107468.800781;42.8583984375
20200818_07_13_29;25.27;110057.421875;47.75
20200818_09_56_41;25.14;110802.890625;46.5458984375
20200818_20_01_22;25.28;110018.527344;44.45703125
20200818_05_04_51;25.38;109478.140625;45.669921875
20200818_20_11_29;25.04;111190.851562;45.39453125
20200818_10_34_48;25.24;110290.515625;45.4267578125
20200818_12_52_41;25.71;107906.15625;43.4521484375
20200818_07_02_51;25.27;110039.714844;47.4736328125
20200818_02_14_11;24.7;112815.796875;43.69140625
20200818_11_09_52;25.38;109581.324219;44.984375
20200818_07_28_36;25.34;109765.699219;47.6123046875
20200818_03_36_10;25.41;109289.417969;44.169921875
20200818_20_19_10;24.47;113962.699219;46.4775390625
20200818_11_28_35;25.46;109226.773438;44.7509765625
20200818_09_34_44;25.0;111452.539062;47.3251953125
20200818_03_25_17;25.47;109033.75;43.9931640625
20200818_12_40_10;25.65;108210.539062;43.8193359375
20200818_09_48_30;25.08;111076.933594;46.755859375
20200818_04_17_26;25.39;109424.410156;44.888671875
20200818_02_52_13;25.42;109246.515625;43.2197265625
20200818_06_02_31;25.34;109694.917969;46.6513671875
20200818_05_11_59;25.35;109627.261719;45.87109375
20200818_13_50_25;25.76;107620.851562;43.0234375
20200818_20_02_03;25.23;110250.148438;44.62109375
20200818_09_58_15;25.11;110903.59375;46.568359375
20200818_09_37_31;25.03;111328.464844;47.18359375
20200818_06_46_13;25.3;109902.367188;47.080078125
20200818_20_11_19;25.01;111344.761719;45.4755859375
20200818_19_55_47;25.95;106683.269531;44.0166015625
20200818_08_03_06;25.33;109838.625;47.791015625
20200818_08_14_25;25.28;110074.59375;47.8466796875
20200818_07_45_40;25.3;109982.582031;47.751953125
20200818_06_50_39;25.28;110006.726562;47.353515625
20200818_07_56_23;25.34;109762.140625;47.79296875
20200818_03_45_29;25.44;109145.445312;44.220703125
20200818_06_10_16;25.39;109447.992188;46.6201171875
20200818_04_44_19;25.38;109497.425781;45.236328125
20200818_06_19_21;25.36;109571.992188;46.7021484375
20200818_02_27_39;25.23;110194.0625;42.97265625
20200818_11_19_28;25.35;109733.425781;44.9443359375
20200818_11_40_18;25.48;109103.171875;44.6328125
20200818_20_33_01;24.33;114643.261719;47.0859375
20200818_10_58_37;25.36;109711.21875;45.162109375
20200818_13_37_47;25.79;107478.804688;42.7607421875
20200818_08_13_43;25.29;110043.621094;47.7392578125
20200818_08_46_10;25.35;109742.898438;47.5537109375
20200818_02_05_04;24.3;114682.910156;44.45703125
20200818_05_56_59;25.32;109790.578125;46.587890625
20200818_09_39_27;25.03;111301.632812;47.099609375
20200818_07_52_22;25.33;109835.671875;47.73046875
20200818_19_53_20;26.2;105376.527344;44.7646484375
20200818_07_15_53;25.3;109934.820312;47.77734375
20200818_20_18_38;24.62;113236.40625;46.263671875
20200818_09_12_42;24.62;113307.65625;47.84765625
20200818_04_25_08;25.38;109454.554688;44.923828125
20200818_07_50_02;25.32;109862.8125;47.8505859375
20200818_11_29_38;25.46;109229.71875;44.6669921875
20200818_05_36_04;25.37;109543.882812;46.1494140625
20200818_12_09_08;25.52;108878.804688;44.4453125
20200818_06_14_48;25.35;109621.363281;46.5439453125
20200818_08_21_34;25.3;109967.273438;47.6328125
20200818_10_41_49;25.24;110293.953125;45.3544921875
20200818_13_49_12;25.76;107629.667969;42.974609375
20200818_13_51_43;25.77;107576.464844;43.01171875
20200818_20_44_21;23.92;116565.863281;48.515625
20200818_11_21_13;25.36;109678.140625;44.9345703125
20200818_07_27_02;25.34;109756.855469;47.625
20200818_03_12_37;25.4;109324.164062;43.9033203125
20200818_20_32_29;24.4;114275.898438;46.830078125
20200818_04_17_47;25.38;109451.605469;44.923828125
20200818_10_07_41;25.2;110498.203125;46.228515625
20200818_03_12_27;25.41;109307.800781;43.8798828125
20200818_02_30_16;25.29;109928.542969;42.990234375
20200818_05_07_27;25.4;109380.164062;45.7802734375
20200818_11_23_08;25.38;109581.324219;44.9365234375
20200818_22_10_55;26.01;106398.0;44.962890625
20200818_07_41_24;25.28;110062.792969;47.7744140625
20200818_13_23_00;25.84;107230.808594;42.8388671875
20200818_05_19_16;25.36;109602.113281;45.8115234375
20200818_20_41_13;23.91;116612.886719;48.251953125
20200818_13_51_12;25.78;107551.796875;43.0009765625
20200818_04_48_30;25.37;109527.558594;45.34375
20200818_10_24_23;25.22;110409.871094;45.6171875
20200818_07_51_41;25.33;109835.671875;47.71875
20200818_02_57_05;25.45;109087.046875;43.2705078125
20200818_05_50_42;25.34;109689.019531;46.470703125
20200818_02_48_07;25.43;109172.699219;42.9560546875
20200818_10_08_43;25.22;110373.058594;46.1943359375
20200818_20_06_35;25.09;110963.117188;44.978515625
20200818_02_32_32;25.33;109717.6875;42.9931640625
20200818_08_58_42;24.32;114716.964844;49.36328125
20200818_12_00_32;25.57;108649.3125;44.4248046875
20200818_02_22_59;25.06;111050.246094;43.353515625
20200818_20_00_40;25.45;109196.808594;44.0400390625
20200818_04_21_57;25.4;109380.851562;44.9736328125
20200818_13_03_27;25.72;107843.144531;43.3330078125
20200818_11_50_45;25.49;109067.027344;44.6689453125
20200818_11_46_17;25.5;108998.859375;44.5390625
20200818_04_03_20;25.4;109347.742188;44.6376953125
20200818_08_52_26;25.3;109970.222656;46.83984375
20200818_09_08_29;24.17;115460.523438;47.5966796875
20200818_13_39_42;25.77;107609.9375;42.87890625
20200818_08_31_06;25.31;109923.902344;47.6337890625
20200818_03_47_13;25.46;109082.414062;44.2939453125
20200818_11_17_33;25.35;109739.324219;44.9931640625
20200818_10_13_58;25.22;110403.964844;46.013671875
20200818_12_29_38;25.54;108755.71875;44.2900390625
20200818_06_16_12;25.35;109624.3125;46.65234375
20200818_20_10_58;24.97;111544.972656;45.412109375
20200818_08_12_51;25.29;110028.324219;47.798828125
20200818_11_37_04;25.48;109128.464844;44.7177734375
20200818_12_51_38;25.71;107893.3125;43.5126953125
20200818_06_53_58;25.3;109905.316406;47.3447265625
20200818_05_53_40;25.34;109683.121094;46.470703125
20200818_11_33_48;25.51;108970.59375;44.6474609375
20200818_12_50_46;25.71;107917.914062;43.560546875
20200818_03_58_33;25.4;109344.796875;44.6494140625
20200818_05_17_00;25.39;109447.992188;45.9833984375
20200818_13_12_03;25.77;107597.03125;42.84375
20200818_04_39_57;25.4;109383.800781;45.130859375
20200818_20_52_27;24.6;113319.425781;47.283203125
20200818_20_00_50;25.42;109329.03125;44.2060546875
20200818_11_53_01;25.49;109039.714844;44.609375
20200818_06_19_31;25.36;109599.164062;46.689453125
20200818_05_56_48;25.32;109765.472656;46.552734375
20200818_06_35_54;25.31;109869.351562;46.99609375
20200818_11_45_24;25.51;108976.484375;44.5517578125
20200818_08_15_49;25.3;109973.171875;47.716796875
20200818_10_36_45;25.23;110329.859375;45.4501953125
20200818_10_14_09;25.22;110401.011719;46.0859375
20200818_13_16_05;25.81;107412.585938;42.87109375
20200818_06_19_10;25.37;109546.832031;46.7138671875
20200818_02_46_01;25.47;109016.078125;42.958984375
20200818_05_44_52;25.38;109494.476562;46.2216796875
20200818_07_19_11;25.29;109981.113281;47.6552734375
20200818_05_24_13;25.39;109447.992188;46.0673828125
20200818_03_49_50;25.45;109137.882812;44.2685546875
20200818_11_07_56;25.38;109590.164062;44.97265625
20200818_01_46_41;26.01;106335.941406;40.3349609375
20200818_19_49_48;26.31;104787.6875;45.740234375
20200818_03_09_07;25.38;109419.179688;43.7216796875
20200818_04_17_57;25.39;109399.21875;44.8662109375
20200818_10_35_31;25.24;110302.808594;45.4267578125
20200818_08_12_15;25.27;110111.066406;47.869140625
20200818_05_20_39;25.37;109524.613281;45.95703125
20200818_03_32_51;25.45;109131.988281;44.0517578125
20200818_04_19_52;25.38;109479.734375;45.01953125
20200818_02_51_10;25.43;109194.988281;43.18359375
20200818_06_39_10;25.3;109890.5625;47.0556640625
20200818_10_57_43;25.35;109730.476562;44.98046875
20200818_06_43_10;25.29;109948.65625;47.0546875
20200818_07_31_12;25.33;109815.027344;47.6826171875
20200818_05_05_43;25.41;109343.167969;45.6728515625
20200818_05_58_12;25.33;109741.285156;46.5654296875
20200818_11_05_08;25.36;109686.988281;45.115234375
20200818_13_20_44;25.83;107284.164062;42.8134765625
20200818_13_40_24;25.77;107609.9375;42.8662109375
20200818_11_09_30;25.39;109554.117188;45.044921875
